library_name,type_of_elimination,source,ulc_member,reason_for_stopping_fines,lat,long,policy_notes,official_policy_link,state,fine_free_date,fine_free_date_notes,amnesty,amnesty_notes,literature,ffl_timestamp,library_url
Nashville Public Library,Everyone,https://lj.libraryjournal.com/2017/07/funding/nashville-salt-lake-city-columbus-eliminate-fines/ https://library.nashville.org/faqs-about-overdue-fine-elimination,TRUE,"According to Emily Waltenbaugh, public information officer with NPL, library staff were concerned about the number of accounts that had been blocked because of fines exceeding a $20 limit. They discovered that as many as 50,000 cards were blocked at any given time, out of a total of 300,000 cardholders. This is a “huge percentage,” she said, and the library was eager to “bring patrons back to the library.” Waltenbaugh said. “We just want the items back, we don’t want to profit off patrons.” According to NPL Director Kent Oliver, “Accessibility for all in our community is a core value for Nashville Public Library; it’s at the center of how we view our library. That’s why it makes sense to do away with late fines.”",36.162306,-86.781807,Lost or damaged fees will apply,https://library.nashville.org/checkouts-renewals-holds,TN,2017-07-05,NA,NA,NA,NA,NA,https://library.nashville.org/
New London Public Library,Everyone,https://newlondonpubliclibrary.org/fine-free-library,FALSE,"Library Director Anne Lowery researched library policies and spoke to library professionals all over the country. “I talked to library people who actually work with local police to arrest people who keep books out too long. I’ve talked to libraries that don’t do fines and don’t have a problem losing material because of a lack of incentive to bring things back on time.  Fines have never been about revenue. Fines punish loyal patrons who just can’t get a book finished in time or elderly patrons who don’t want to venture out in bad weather just to return a book. Those irresponsible people who don’t care about the fine and aren’t going to return material regardless will always be part of the equation. We could fine them ten cents or $10 a day and turn them over the collections, they don’t care.” After much deliberation, she approached the Library Board of Trustees with the idea to eliminate fines. Once she explained her reasons and the results of her research, the Board agreed to change the policy. Staff, said Lowery, was more skeptical. “I asked staff if they really felt good about telling a kid that they weren’t allowed to check out a book because they owed a fine. I asked them if they enjoyed arguing with people over ten cents when those people were not going to follow the rules no matter what. Is that worth it?” Lowery said the biggest concern her staff expressed is that there would be no incentive for irresponsible patrons to bring things back on time without the fines. “I asked them if they really thought that $1 a day fine mattered to the people who weren’t intending to pay it in the first place. We’ve always had those people and will continue to see them come and go; with or without fines. I’d rather focus on the 99% of responsible patrons.”",41.084113,-82.398545,"If you have overdue items, you will not be able to check out more material until those items are renewed or returned. If thirty days goes by and you don’t return or renew the material and you ignore the notices we give, we will assume you lost the items and you will get a bill from us.",https://newlondonpubliclibrary.org/circulation-policy,OH,2013-12-01,from the blog date listed on this search https://newlondonpubliclibrary.org/search/node/fine%20free,NA,NA,NA,NA,https://newlondonpubliclibrary.org/
New Orleans Public Library,Children and Teenagers,https://www.nola.com/news/article_d502f74c-cb64-11e9-b50c-93ef40a1ec88.html,TRUE,"To remove a barrier to library access, as unpaid fines can lead to the suspension of library borrowing privileges.",NA,NA,"No fines will be applied to books, DVDs and other materials in a policy change that began Sunday. The library will also forgive fines for materials checked out before Sunday if children submit a book report to the library staff.",http://www.nolalibrary.org/page/88/faq-frequently-asked-questions,LA,2019-09-03,NA,NA,NA,NA,NA,http://nolalibrary.org/
New Salem Public Library,No Fines,No there is not.,NA,NA,NA,NA,NSPL does not fine late materials,https://www.newsalempubliclibrary.org/materials-collection-policy,MA,NA,NA,NA,NA,NA,1/29/19 12:56,newsalempubliclibrary.org
Newark Public Library,No Fines,,NA,NA,NA,NA,NA,https://npl.org/collections-services/borrowing-services/,NJ,NA,NA,NA,NA,NA,2/2/19 15:40,www.npl.org
Newark Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://newarklibrary.org/2019/03/27/national-library-week-brings-exciting-news/,NA,NA,NA,NA,not finding indication of fine free status,https://drive.google.com/file/d/0B8OC7SQPsFFZRzliWG1LVmU0OFE/view,NY,NA,NA,NA,NA,NA,7/25/19 12:44,newarklibrary.org
Newburgh Free Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",http://www.newburghlibrary.org/about-us/borrowing-policies/#FinesFees,NA,NA,NA,NA,NA,http://www.newburghlibrary.org/about-us/borrowing-policies/#FinesFees,NY,NA,NA,NA,NA,NA,7/22/19 16:23,http://www.newburghlibrary.org/
Newbury Public Library,No Fines,,NA,NA,NA,NA,NA,http://newburynhlibrary.net/fines-and-fees,NH,NA,NA,NA,NA,NA,7/22/19 9:55,newburynhlibrary.net
Newburyport Public Library,No Fines,,NA,NA,NA,NA,NA,https://www.newburyportpl.org/services/,MA,NA,NA,NA,NA,NA,8/23/19 12:39,www.newburyportpl.org
Newfield Public Library,Everyone,https://www.ithaca.com/news/newfield/newfield-public-library-going-fine-free/article_c13d3c48-6c34-11e9-a7d3-cb6d80f1b464.html,FALSE,NA,NA,NA,NA,http://newfieldpubliclibrary.fllslibraries.org/wp-content/uploads/2019/10/Loan-Policy-April-2019.pdf,NY,2019-05-01,NA,NA,NA,NA,NA,https://newfieldpubliclibrary.org/
Newport Public Library,No Fines,No. It has been this way for many years. ,NA,NA,NA,NA,NA,https://newportoregon.gov/dept/lib/pdf/policy_manual.pdf,OR,NA,NA,NA,NA,NA,1/25/19 16:00,www.newportlibrary.org
Noble County Public Library,No Fines,https://www.myncpl.us/uploads/3/1/4/9/31492395/fine_free.pdf,NA,NA,NA,NA,NA,https://www.myncpl.us/uploads/3/1/4/9/31492395/lending_of_materials.pdf,IN,2018-07-01,NA,NA,NA,NA,1/28/19 8:10,https://www.myncpl.us/
North Baltimore library,Everyone,https://www.sent-trib.com/news/no-more-fines-at-north-baltimore-library/article_8c4df630-0aeb-11e9-ad96-efe37f84e1cb.html,FALSE,NA,41.183936,-83.677954,NA,https://nbpubliclibrary.org/about-us/borrowers-guide-library,OH,2019-01-01,NA,NA,NA,NA,NA,https://nbpubliclibrary.org/
North Central Regional Libraries,No Fines,No,NA,NA,NA,NA,NA,http://www.ncrl.org/policystatement,WA,NA,NA,NA,NA,NA,1/26/19 3:08,NCRL.org
North Kansas City Public Library,No Fines,,NA,NA,NA,NA,NA,http://www.nkcpl.org/sites/default/files/newsletter/NKCPL%20Library%20Service%20Flyer%203.19.pdf,MO,NA,NA,NA,NA,NA,5/22/19 21:50,nkcpl.org
North Scituate Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","No, we have had no fines on books for years. ",NA,NA,NA,NA,"While the library charges no fines on its own books, it must follow the fine policy of the lending library for materials borrowed through the OSL system",http://scituatelibrary.org/about/policies/circulation,RI,NA,NA,NA,NA,NA,1/25/19 11:24,Scituatelibrary.org
Northern Onondaga Public Library ,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",No,NA,NA,NA,NA,NA,NA,NY,NA,NA,NA,NA,NA,1/25/19 19:38,www.nopl.org
Northville Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,NA,NY,NA,NA,NA,NA,NA,7/22/19 11:19,http://northvillepubliclibrary.weebly.com/
Oak Park Public Library,Everyone,https://oppl.org/news-events/announcements/on-june-1-we-go-fine-free/,TRUE,"Policies should define how the library wants to interact with the community, said Executive Director David J. Seleb. “And this policy change is focused on access and equity. Overdue fines are a regressive method of raising revenue, they hurt the most those who can afford them the least, create stress-filled interactions, and require significant amounts of staff time to manage.”",41.889216,-87.796409,NA,https://oppl.org/about/policies/borrowing-of-library-items/,IL,2017-06-01,NA,NA,NA,NA,NA,https://oppl.org/
Odon Winkelpleck Public Library,No Fines,I've only seen it mentioned on their Facebook page (12/6/18) https://www.facebook.com/Odon-Winkelpleck-Public-Library-201577029880134/,NA,NA,NA,NA,NA,http://owpllinks.blogspot.com/2016/03/updated-general-library-policy.html,IN,2018-12-06,guess based on date of article in source field,NA,NA,NA,1/28/19 8:20,http://owpl.blogspot.com/
Orange Beach Public Library,Everyone,https://lj.libraryjournal.com/2017/04/budgets-funding/doing-fines-fines-fees/#_,FALSE,"Many library administrators feel that fines are a barrier to access (especially for low-income families), cost the library significant staff time, are antithetical to our mission and principles, set up an adversarial relationship, or prevent implementation of services such as autorenewal."" said Library Director Steven A Gillis",30.293224,-87.577132,NA,NA,AL,2015-04-01,NA,NA,NA,https://www.libraryjournal.com/?detailStory=doing-fines-fines-fees#_,NA,https://www.orangebeachlibrary.org/
Orford Social Library,No Fines,no,NA,NA,NA,NA,NA,NA,NH,NA,NA,NA,NA,NA,7/22/19 14:10,oslibrary.org
Palo Alto City Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.cityofpaloalto.org/civicax/filebank/documents/8684,NA,NA,NA,NA,NA,https://www.cityofpaloalto.org/civicax/filebank/documents/8684,CA,NA,NA,NA,NA,NA,7/19/19 15:01,library.cityofpaloalto.org
Park City Library,Everyone,https://parkcitylibrary.org/about/fa/,FALSE,"When other Utah libraries implemented this vision, they found many benefits: increased number of library users, people returning materials in a more timely fashion, books checked out more frequently, friendly reminders helping to get books returned and no significant loss in funding.",40.650721,-111.503118,NA,NA,UT,2019-01-01,NA,NA,NA,NA,NA,https://parkcitylibrary.org/
Patchogue-Medford Library,No Fines,,NA,NA,NA,NA,"Patchogue-Medford Library does not charge overdue fines, but you will be charged list price for replacement of lost or damaged materials. ",https://pmlib.org/faq/,NY,NA,NA,NA,NA,NA,5/22/19 20:27,Pmlib.org
Peabody Memorial Library,No Fines,,NA,NA,NA,NA,NA,NA,ME,NA,NA,NA,NA,NA,1/25/19 16:52,www.peabody.lib.me.us
Pelham Free Public Library,No Fines,no,NA,NA,NA,NA,NA,http://www.pelham-library.net/wp-content/uploads/2019/02/Circulation-Policy-2019V2.pdf,MA,NA,NA,NA,NA,NA,1/26/19 9:15,www.pelham-library.net
Peninsula Library System,Children and Teens Only,http://www.plsinfo.org/Fines-Fees,FALSE,"""Peninsula libraries offer an incredible array of collections, services, and events designed to help children and teens experience the joy of reading, build a love of learning, and succeed in school. Owing fines is a barrier to accessing these wonderful library activities, especially for families with limited financial resources,"" said Derek Wolfgram, Peninsula Library System Administrative Council Chair and Redwood City Public Library Director. ""We want to make sure every child and teenager in San Mateo County has every opportunity to benefit from their local libraries,"" An examination of Peninsula Library System user data revealed that 13,530 juvenile library cardholders, or 11% of all juvenile cardholders, were unable to use library services due to the amount of money owed on their library accounts. While juvenile patrons make up 25% of the total cardholders in PLS, they represent 32% of all patrons with a financial block.",37.5694,-122.327445,NA,NA,CA,2016-07-01,NA,NA,NA,NA,NA,http://www.plsinfo.org/
Pierson Library,No Fines,http://www.piersonlibrary.org/library-cards-2/,NA,NA,NA,NA,Fines are not charged for overdue materials,http://www.piersonlibrary.org/wp-content/uploads/2017/02/Library-Policy-Manual-UPDATED-02-16-17.pdf,VT,NA,NA,NA,NA,NA,1/25/19 14:01,http://www.piersonlibrary.org
Pikes Peak Library District,Everyone,https://www.kktv.com/content/news/Pikes-Peak-Library-District-eliminating-overdue-fines-504870661.html,FALSE,"""Our mission as an organization is to eliminate barriers to information and resources, not create them,"" said Director of Library Services, Tim Blevins in a press release.",38.954008,-104.793259,NA,https://ppld.org/fines-bills,CO,2019-02-01,NA,NA,NA,NA,NA,https://ppld.org/
Pines and Plains Libraries,No Fines,pplibraries.org/about,NA,NA,NA,NA,Patrons will NOT be charged DAILY fines for overdue items,https://pplibraries.org/wp-content/uploads/2019/09/Policy-Manual-Sep-2019.pdf,CO,NA,NA,NA,NA,NA,5/23/19 0:47,pplibraries.org
Pinetop-Lakeside Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.facebook.com/pinetoplakesidelibrary/posts/2470155769682404,NA,NA,NA,NA,NA,http://www.pinetoplakesidelibrary.org/wp-content/uploads/2016/05/Library-Policies-2016.05.18.pdf,AZ,2019-06-20,guess based on date of article in source field,NA,NA,NA,7/19/19 14:23,www.pinetoplakesidelibrary.org
Pinson Public Library,No Fines,,NA,NA,NA,NA,cannot verify fine free status,http://www.pinsonlibrary.com/library-account-information.html,AL,NA,NA,NA,NA,NA,5/22/19 14:35,http://www.pinsonlibrary.com/
Pioneer Library System,Children and Teens,https://www.urbanlibraries.org/files/Pioneer_FineFree_PR-1.pdf,TRUE,"“We recognize that eliminating fines on youth materials will have a small impact on system revenue,” said PLS Executive Director Lisa Wells. “But the feeling is that the amount is manageable given the outstanding benefits we see in reopening access to our younger customers. “Ultimately revenue from these fines adds up to less than a quarter of one percent of our operating budget,” Wells added, “and our conclusion is that the roadblock is greater than the revenue for this group of most impressionably young minds.”",NA,NA,Forgave all children and teen fines during National Library Week,https://pioneerlibrarysystem.org/2-uncategorised/4085-how-are-library-fines-charged,OK,NA,NA,NA,NA,NA,NA,https://pioneerlibrarysystem.org/
Pittsburg Public Library,No Fines,https://www.morningsun.net/news/20190611/pittsburg-public-library-eliminates-overdue-fines,NA,NA,NA,NA,NA,http://pplonline.org/docs/Overdue.pdf,KS,2019-06-01,NA,NA,NA,NA,7/19/19 15:07,pplonline.org
Placentia Library District,No Fines,https://www.placentialibrary.org/about/faq#n8,NA,NA,NA,NA,NA,https://www.placentialibrary.org/about/faq#n8,CA,2017-06-28,NA,NA,NA,NA,5/22/19 17:45,https://www.placentialibrary.org
Plano Public Library,Everyone,https://communityimpact.com/dallas-fort-worth/plano/city-county/2018/09/25/plano-public-library-scraps-overdue-fees-but-users-still-on-hook-for-lost-items/,FALSE,"Our library is here to be used, and eliminating overdue fines removes barriers for those who most need our resources Director of Plano Public Libraries Libby Holtmann said Tuesday in a statement.We hope that anyone who has hesitated to return materials due to overdue fines will come back and enjoy the library. ”The library staff was spending far more time managing activities related to patrons’ fines than is received in revenue.”",33.055189,-96.732636,Library patrons with overdue materials will be blocked from checking out new items.,https://www.plano.gov/2500/Get-a-Library-Card-Borrowing,TX,2018-09-24,NA,NA,NA,NA,NA,https://www.plano.gov/203/Library
Plattsburgh Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,https://www.plattsburghlib.org/about-us/,NY,NA,NA,NA,NA,NA,7/20/19 12:41,https://www.plattsburghlib.org/
Poplar Bluff Municipal Library,No Fines,,NA,NA,NA,NA,"The Poplar Bluff Municipal Library operates on the principle that our patrons can be trusted to return materials in a timely manner. Currently, we do not charge fines for overdue materials",https://poplarbluff.org/usingthelibrary.html https://poplarbluff.org/CirculationPolicy.pdf,MO,NA,NA,NA,NA,NA,7/19/19 13:44,poplarbluff.org
Port Townsend Public Library,Everyone,http://www.peninsuladailynews.com/news/jefferson-county-port-townsend-libraries-drop-late-fees/,FALSE,"We know nationally, from research about late fines, that [fines] don’t actually get items back on time,” said Melody Eisler, Port Townsend Public Library director.  “[The fines] are punitive and they don’t inspire a lifelong love of reading and libraries.”  Eisler said the fines also are problematic for children. Because they can’t drive to the library, it’s easy for children to inadvertently rack up fines and then not be able to get what they need for school, she said.",48.116712,-122.763587,"If an item has been checked out for four weeks it’s library policy to send the library user a bill for the item. If they return the item, they aren’t charged for it, she said.",https://ptpubliclibrary.org/library/page/fines-fees,WA,2018-02-05,NA,NA,NA,NA,NA,https://ptpubliclibrary.org/library
Portland Public Library,Children Only - specific library card,https://www.portlandlibrary.com/highlight/seed-cards/,TRUE,"This program is designed to provide additional resources to young Portlanders to enhance literacy and love of reading, learning and engaging.",43.657848,-70.259265,Part of the SEED card program,https://www.portlandlibrary.com/using-the-library/borrow-materials/#checkouts,ME,2018-02-01,guess based on date of article in source field,NA,NA,NA,NA,https://www.portlandlibrary.com/
Potsdam Public Library,No Fines,,NA,NA,NA,NA,can't verify fine free status,NA,NY,NA,NA,NA,NA,NA,1/25/19 16:16,https://www.potsdamlibrary.org/
Providence Community Library,all children's and teen materials,https://www.provcomlib.org/news-events/news/2018/providence-community-library-kicks-summer-eliminating-fines-kids%E2%80%99-materials,FALSE,NA,NA,NA,NA,https://www.provcomlib.org/about-us/borrowing-policy,RI,2018-06-25,NA,NA,NA,NA,NA,https://www.provcomlib.org/
Providence Public Library,all children's and teen materials,https://www.provlib.org/providence-public-library-goes-fine-free-children-teen-materials/,FALSE,NA,NA,NA,NA,https://www.provlib.org/about-us/policies/,RI,2018-10-05,NA,NA,NA,NA,NA,https://www.provlib.org/
Putney Public Library,No Fines,"https://www.reformer.com/stories/putney-library-says-no-more-late-fees,108447",NA,NA,NA,NA,NA,NA,VT,2010-12-15,NA,NA,NA,NA,1/25/19 13:10,www.putneylibrary.org
Racine Public Library,Everyone,https://www.racinelibrary.info/about-the-library/racine-public-library-goes-fine-free/,FALSE,"Fine collection does not support our mission to enhance our community’s quality of life by providing information, ideas and creative works.",42.725759,-87.780752,NA,https://www.racinelibrary.info/borrowing-materials/,WI,2018-03-15,NA,NA,NA,NA,NA,https://www.racinelibrary.info/
Rangeley Public Library,No Fines,No,NA,NA,NA,NA,NA,http://rangeleylibrary.org/loan.php,ME,NA,NA,NA,NA,NA,7/19/19 14:26,rangeleylibrary.org
Reading Public Library,No Fines,,NA,NA,NA,NA,NA,https://www.readingpl.org/library-policies/#1546893641844-d2aa37e7-b7bd,MA,NA,NA,NA,NA,NA,1/28/19 9:20,www.readingpl.org
Redford Township District Library,Everyone,https://www.hometownlife.com/story/news/local/redford/2019/04/01/redford-library-eliminate-fines-materials-returned-late/3331199002/,FALSE,"""The savings that we had in energy savings from the LED conversion made up the difference, so we were able to pass that savings on to the patrons,"" Library Director Garrett Hungerford said.",NA,NA,NA,https://www.rtdl.org/services/get-a-library-card/,MI,2019-04-01,NA,NA,NA,NA,NA,https://www.rtdl.org/
Rensselaerville Library,No Fines,https://www.rensselaervillelibrary.org/uploads/2/6/4/8/26489851/circulation_policy.pdf,NA,NA,NA,NA,NA,https://www.rensselaervillelibrary.org/uploads/2/6/4/8/26489851/circulation_policy.pdf,NY,NA,NA,NA,NA,NA,7/19/19 16:48,https://www.rensselaervillelibrary.org/
Rice Lake Public Library ,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,Children and teen materials do not accrue overdue fines.,https://drive.google.com/file/d/1CaEi3M4tvR1KT_Jnt3TjBxCZfBHdYUCm/view,WI,NA,NA,NA,NA,NA,1/26/19 12:44,rlpl.org
Richland Hills Public Library,No Fines,,NA,NA,NA,NA,NA,http://www.richlandhills.com/government/departments/library/how-do-i,TX,NA,NA,NA,NA,NA,1/25/19 16:18,http://www.richlandhills.com/government/departments/library
Richland Library,Everyone,https://www.postandcourier.com/free-times/news/local_and_state_news/richland-library-gets-rid-of-overdue-fines/article_fc429056-8d11-11e9-acca-7f7609a38bba.html,TRUE,Reducing access barriers and promoting equity for all.,34.004153,-81.037427,NA,https://www.richlandlibrary.com/borrowing-guidelines,SC,2019-06-12,NA,NA,NA,NA,NA,https://www.richlandlibrary.com/
Rio Rancho Public Library,No Fines,,NA,NA,NA,NA,The Rio Rancho Public Libraries do not have daily overdue fees.,https://rrnm.gov/4232/Collection-Agency,NM,NA,NA,NA,NA,NA,7/11/19 17:35,Riorancholibraries.org
Rochester Public Library,Children and Teens Only,https://www.democratandchronicle.com/story/news/2017/04/07/rochester-public-library-foregoes-fines-kids/100125604/,TRUE,The library adopted the policy to address the endemic problem of poverty in its community and with the goal of increasing access and circulation of library materials among families living in poverty,43.154078,-77.608289,NA,NA,NY,2017-01-01,guess based on date of article in source field,NA,NA,NA,NA,https://roccitylibrary.org/
Rogers Free Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,https://rogersfreelibrary.org/policies-procedures/,RI,NA,NA,NA,NA,NA,7/21/19 10:14,https://rogersfreelibrary.org/
Rolling Hills Library,No Fines,Have been fine free since 1961 when we were established.,NA,NA,NA,NA,NA,NA,MO,NA,NA,NA,NA,NA,5/30/19 18:18,rhcl.org
Romeo District Library,No Fines,http://romeodistrictlibrary.org/?p=5008,NA,NA,NA,NA,NA,http://romeodistrictlibrary.org/wp-content/uploads/2018/09/Borrower-Policy-Sept-18.pdf,MI,2019-02-28,NA,NA,NA,NA,5/22/19 17:46,www.rdl.org
Rose Memorial Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,cannot verify fine free status,https://www.rosememoriallibrary.org/using-the-library/borrowing-rules/,NY,NA,NA,NA,NA,NA,7/22/19 12:44,rosememoriallibrary.org
Rossford Public Library ,No Fines,https://www.sent-trib.com/community/rossford-library-now-fine-free/article_5bd716d8-1826-11e9-ba31-071f280b92f0.html,NA,NA,NA,NA,NA,https://www.rossfordlibrary.org/circpolicy,OH,2019-01-02,NA,NA,NA,NA,6/2/19 2:28,http://www.rossfordlibrary.org/
Rowley Public Library,No Fines,,NA,NA,NA,NA,NA,http://www.rowleylibrary.org/books-music/circulation/,MA,NA,NA,NA,NA,NA,1/28/19 10:08,http://www.rowleylibrary.org/
Ruby M. Sisson Memorial Library,Everyone,https://pagosalibrary.org/borrowing-materials/,FALSE,"The biggest reason is that if people are concerned about items being overdue, and having to pay a late fee, then they may not check items.  That means that books (or other items) are kept out of the hands of all ages, including children.",37.266988,-107.017426,"For some people, they feel the need to pay a little if they have items overdue, so we have something we call a ""Conscience Jar.""  If people want to put something in there, fine.  We certainly don't ask it, though.  Interestingly, we found years ago that the overdue revenue was approximately the same as what we get in the conscience jar, and in the meantime, it both creates good feeling towards the library, and encourages people to check things out. ",https://pagosalibrary.org/borrowing-materials/,CO,NA,NA,NA,NA,NA,NA,https://pagosalibrary.org/
Saginaw Chippewa Tribal Libraries,No Fines,we have been fine free for years! :) http://www1.youseemore.com/saginaw/images/2017-06-19%20tribal%20libraries%20e-newsletter.pdf,NA,NA,NA,NA,We never charge overdue fines ,NA,MI,NA,NA,NA,NA,NA,2/7/19 10:56,https://youseemore.com/saginaw
Saint Paul Public Library,Everyone,https://sppl.org/about-fine-free/,TRUE,"Community engagement and national research reveal that fines create a barrier to library use for many people. While many library users incur late fines, the ability to pay them depends greatly on income. Those who are able to pay can keep using the library, whereas those who are unable to pay cannot. This runs counter to our public mission.",44.944103,-93.097146,NA,https://sppl.org/policies/borrowing/,MN,2019-01-02,NA,NA,NA,https://d4804za1f1gw.cloudfront.net/wp-content/uploads/sites/40/2018/08/28102236/Exploring-Fine-Free-Fact-Sheet-20181.pdf,NA,https://sppl.org/
Salisbury Free Library,No Fines,"No, we've been fine free since before I started here.",NA,NA,NA,NA,We don�t charge fines unless a book is missing or damaged,https://salisburyfreelibrary.wordpress.com/borrowing/,NH,NA,NA,NA,NA,NA,7/22/19 13:23,https://salisburyfreelibrary.wordpress.com/
Salt Lake City Public Library,Everyone,http://slcpl.org/news/index/112,TRUE,"In his recommendation to the Board, City Library Executive Director Peter Bromberg wrote, “Fines have not been shown to be an effective deterrent to the late return of materials. However, fines have been shown to act as an inequitable barrier to service, disproportionately impacting children and community members with the least financial resources…. Late fines are therefore in opposition to the Library’s core values of equitable service, fostering early literacy, and barrier-free access to information and services. From both a mission and a values standpoint, late fines should be eliminated.”",40.760144,-111.884944,The library will still block library cards and bill for the value of unreturned materials when they are four weeks overdue,https://about.slcpl.org/images/pdfs/slcpl/Policies/slcplpolicymanual.pdf,UT,2017-07-01,NA,NA,NA,https://medium.com/@SLCPL/the-fine-free-library-one-year-later-d28c69743c15,NA,https://services.slcpl.org/
San Diego Public Library,Everyone,https://www.sandiego.gov/nolatefees http://www.sandiegouniontribune.com/news/politics/sd-me-library-fines-20180418-story.html,TRUE,"Head librarian Misty Jones said overdue fines are being eliminated to avoid cutting the poor off from a vital service and to boost recovery of overdue items.
She said fines actually do more harm than good by discouraging some patrons, especially those with low incomes, from continuing to use the library.
More than 128,000 library card holders are blocked from checking out materials because of delinquent fines, including more than 13,000 juveniles.",32.708841,-117.154196,NA,https://www.sandiego.gov/nolatefees,CA,2018-07-01,NA,NA,NA,NA,NA,https://www.sandiego.gov/public-library/
San Francisco Public Library,Everyone,https://sfpl.org/index.php?pg=2001163901 https://sfpl.org/pdf/services/finesandfees.pdf,TRUE,"""Library fines are a barrier to equitable access of resources and services, disproportionately affect low-income San Franciscans, create conflict between patrons and the library, require an inefficient use of staff time and do not consistently ensure borrowed materials end up back on library shelves.""",NA,NA,"Current suspension is temporary, and is pending approval of a permanent change by the city's Board of Supervisors and the mayor.",https://sfpl.org/pdf/services/finesandfees.pdf,CA,2019-09-16,NA,NA,NA,NA,NA,https://sfpl.org/
San Jose Public Library,Children and Teens Only,https://www.sjpl.org/blog/childrens-young-adult-materials-fine-free#what,TRUE,"It is the mission of San José Public Library to provide equal access to information, services, and opportunities that empower, enrich, and enhance the quality of life for all.  Fines are a barrier to that access.",37.335549,-121.885042,Pilot Program for FY 2018/19,https://www.sjpl.org/borrower-guidelines,CA,2018-07-05,NA,NA,NA,NA,NA,https://www.sjpl.org/
San Juan Island Library,Everyone,https://www.sjlib.org/how-do-i/overdues-fines/,FALSE,"In the 1990’s, the director at the time felt that fines were punitive and limited access to books.  Because we are a very small community (around 7,800 today), she didn't want the library to have any adversarial relationship with patrons over money, have to send patron bills to collection agencies, etc., and set up a situation that would keep people away from the Library.  ",48.536623,-123.030348,A conscience jar located at the check-in desk allows patrons to self-administer their own fines if they feel inclined.,https://www.sjlib.org/how-do-i/overdues-fines/,WA,NA,NA,NA,NA,NA,NA,https://www.sjlib.org/
San Luis Obipson County library,Everyone,https://www.kcbx.org/post/overdue-fines-soon-thing-past-slo-county-public-libraries#stream/0,FALSE,"“Our purpose is to be a free public library, with free being that active word there,” said Chris Barnickle, director of the San Luis Obispo County Libraries. “The policy came about as we were looking at the number of cardholders that we had blocked right now—we had over 800 children's cards blocked—and we felt like that was not serving our mission.”",35.282343,-120.662223,NA,https://www.slolibrary.org/images/policies/circulation.pdf,CA,2019-02-01,NA,NA,NA,NA,NA,https://www.slolibrary.org/
San Mateo County Libraries,Everyone,https://smcl.org/news/san-mateo-county-libraries-go-fine-free/,TRUE,"Studies have shown that late fines can be a significant barrier to library access and drive borrowers away, particularly among individuals with low or fixed incomes. Currently, 8% of all San Mateo County Libraries’ 165,000 cardholders currently have their cards blocked due to fines. In our lower-income communities, the number can be as high as 19%. Furthermore, the growing research has shown that fines do not actually incentivize patrons to return materials on time.",37.510702,-122.335115,NA,NA,CA,2019-01-07,NA,NA,NA,NA,NA,https://smcl.org/
San Mateo Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",http://www.plsinfo.org/Fines-Fees,NA,NA,NA,NA,NA,https://www.cityofsanmateo.org/519/Borrowing,CA,2016-07-01,NA,NA,NA,NA,7/8/19 14:18,https://www.cityofsanmateo.org/507/Library
San Rafael Public Library,Children Only,https://srpubliclibrary.org/2015/04/07/nooverduefines/,FALSE,The slow accumulation of overdue fines on youth materials can often lead to youth no longer using the library because their account is locked and they do not have the money to pay off their charges. Eliminating fines on youth materials (children’s and teens) takes down that barrier to library use and encourages our young residents to come back to the library.,37.975283,-122.53281,NA,https://srpubliclibrary.org/services/checkout-limits/,CA,2015-04-07,NA,NA,NA,NA,NA,https://srpubliclibrary.org/
Sanger Public Library,No Fines,,NA,NA,NA,NA,"Books, DVDs, Audiobooks, and CDs do not have late fees",http://www.sangerlibrary.org/page/library_faq,TX,NA,NA,NA,NA,NA,7/22/19 15:02,www.sangerlibrary.org
Santa Barbara Public Library,Everyone,https://ksby.com/news/local-news/2019/07/01/overdue-fees-eliminated-at-santa-barbara-public-library,FALSE,"Santa Barbara Public Library's mission is to best serve its community and provide equitable access to all, and overdue fines were in opposition to this goal Library Director Jessica Cadiente said in a press release.",NA,NA,NA,https://www.santabarbaraca.gov/gov/depts/lib/myaccount/fees.asp,CA,2019-07-01,NA,NA,NA,NA,NA,https://www.santabarbaraca.gov/gov/depts/lib/default.asp
Santa Clara City Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.svvoice.com/library-director-hilary-keith-recognized-as-woman-of-the-year-by-state-senator-bob-wieckowski/,NA,NA,NA,NA,NA,http://santaclaraca.gov/government/departments/library/using-the-library#fines,CA,2017-07-01,NA,NA,NA,NA,7/1/19 14:11,sclibrary.org
