library_name,type_of_elimination,source,ulc_member,reason_for_stopping_fines,lat,long,policy_notes,official_policy_link,state,fine_free_date,fine_free_date_notes,amnesty,amnesty_notes,literature,ffl_timestamp,library_url
Davis County Library,Everyone,https://www.daviscountyutah.gov/library/blog/how-do-i/2016/10/24/check-out-periods-fines,FALSE,NA,40.978588,-111.887169,A lost fee will be charged for an item that is 45 days overdue. Returning the item will remove this fee,https://www.daviscountyutah.gov/library/about-us/policies/general,UT,NA,NA,NA,NA,NA,NA,https://www.daviscountyutah.gov/library/home
Dayton Metro Library,Everyone,https://www.urbanlibraries.org/files/New-Fines-Policy.pdf,TRUE,"Our goal is to make sure our patrons can enjoy all of the books, movies, music and services the Library offers, said Tim Kambitsch, Dayton Metro Library Executive Director. “Accumulated overdue fines prevent some patrons from checking out books and other materials. It is more important that materials are returned so that others may borrow them, than it is to charge late fees that can add up and prevent someone from using their Library.”",39.760648,-84.187773,NA,http://www.daytonmetrolibrary.org/docs/library_policies/PS321schedulecharges.pdf,OH,2018-01-01,NA,NA,NA,NA,NA,http://www.daytonmetrolibrary.org/
DC Public Library,Everyone,https://www.dclibrary.org/node/30319,TRUE,The fee change is designed to minimize the barriers to checking out and returning library books. ,38.898943,-77.02447,"Items that are 30 days or more overdue will have a “long overdue” flat fee of $5 per item.  Items that are overdue 60 days or more will be considered lost or damaged and will carry an additional fee ranging from $8 - $20 depending on the type of item (i.e., magazine, paperback, hardcover, DVD, etc.), in addition to the “long overdue” $5 fee.  In addition to a new fee structure, the maximum fee that users can accrue before the Library blocks their account from checking out books will rise from $15 to $40.",https://www.dclibrary.org/borrowingmaterials,DC,2012-04-06,NA,NA,NA,NA,NA,https://www.dclibrary.org/
DeKalb County Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://dekalblibrary.org/news/no-overdue-fines-for-kids-and-teens-during-fine-free-summer,NA,NA,NA,NA,Looks like they have fine free summers for kids - not sure this is technically a fine free library,https://dekalblibrary.org/using-the-library/library-cards/fines-and-fees,GA,NA,NA,NA,NA,NA,5/22/19 18:32,https://dekalblibrary.org/
Delaware County District Library,Everyone,https://www.dispatch.com/content/stories/local/2016/07/31/no-fines-are-just-fine-with-some-libraries.html,FALSE,NA,40.300202,-83.064532,DCDL users pay no fines on overdue materials. Fees for lost or damaged items  remain.,https://www.delawarelibrary.org/loan-periods-limits/,OH,NA,NA,NA,NA,NA,NA,https://www.delawarelibrary.org/
Denver Public Libraries,No Fines,https://www.denverlibrary.org/fine-free,NA,"Eliminating overdue fines is paramount to providing equitable access for all customers, said City Librarian Michelle Jeske.Too often, fines penalize the most vulnerable families and individuals who can least afford them; we want to reverse this trend and get community members back into our buildings to use materials that enhance their quality of life and education.” Research shows that the removal of overdue fines can have a dramatic effect of bringing back customers. Similar fine elimination programs have been successfully implemented in other U.S. cities recently, including Salt Lake City and Baltimore.",NA,NA,NA,https://www.denverlibrary.org/library-card-and-borrowing-policy,CO,2019-01-01,NA,NA,NA,NA,1/25/19 14:45,denverlibrary.org
DeRuyter Free Library,No Fines,,NA,NA,NA,NA,NA,NA,NY,NA,NA,NA,NA,NA,1/25/19 13:07,https://www.midyorklib.org/deruyter/
Deschutes Public Library,No Fines,,NA,NA,NA,NA,the library does not charge overdue fines,https://www.deschuteslibrary.org/myaccount/using/fees,OR,NA,NA,NA,NA,NA,3/7/19 17:37,https://www.deschuteslibrary.org/
Detroit Public Library,Everyone,https://detroitpubliclibrary.org/news/no-more-overdue-fines-your-detroit-public-library,TRUE,Removing barriers to access,NA,NA,NA,https://detroitpubliclibrary.org/policies/fees-and-fines,MI,2019-09-01,NA,NA,NA,NA,NA,https://detroitpubliclibrary.org/
DeWitt District Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.facebook.com/dewittdistrictlibrary/photos/a.210847650200/10161427753540201/?type=3&theater,NA,NA,NA,NA,We no longer assess overdue fines for children's and young adult materials. Users will still be responsible for lost or damaged items.,http://www.dewittlibrary.org/about%20us/policies.html,MI,2019-02-08,NA,NA,NA,NA,7/22/19 9:51,www.dewittlibrary.org
Dr. Shaw Memorial Library,No Fines,no,NA,NA,NA,NA,NA,NA,ME,NA,NA,NA,NA,NA,1/25/19 16:22,drshawlibrary.org
Dr. William C. Herrick Community Health Care Library,No Fines,Our newsletter announcement: http://www.herricklibrary.org/wp-content/uploads/2019/01/Newsletter-Jan-March-2019-WEB.pdf,NA,"Studies show that instead of encouraging people to return their items on time, overdue fines, in fact, prevent people from checking out materials in the first place, for fear of accruing fines. As a health care library, we want you to use and benefit from our books and DVDs. ",NA,NA,NA,http://www.herricklibrary.org/about-herrick-library/library-policies/,CA,2019-01-01,NA,NA,NA,NA,7/22/19 15:44,www.herricklibrary.org
Driftwood Public Library,No Fines,https://www.thenewsguard.com/news/forgiving-driftwood-library-s-new-overdue-fine-policy/article_e6d89c62-5001-11e9-a322-1b2f6761ec73.html,NA,"In January, the American Library Association�s governing council released a resolution identifying monetary library fines as an economic barrier to library use, and encouraging libraries to re-assess the collection of fines.",NA,NA,NA,http://www.driftwoodlib.org/circulation.php,OR,2019-02-11,NA,NA,NA,NA,1/25/19 13:22,www.driftwoodlib.org
Dubois Branch Library,No Fines,https://duboiscountyherald.com/b/library-board-joins-trend-eliminating-fines,NA,NA,NA,NA,NA,http://www.jdcpl.us/circulation.php,IN,2019-07-12,NA,NA,NA,NA,7/22/19 22:19,http://www.jdcpl.us/
Dunham Public Library,No Fines,,NA,NA,NA,NA,NA,https://www.whitesborolibrary.org/faq/loan-periodslate-fees/,NY,NA,NA,NA,NA,NA,7/23/19 15:31,whitesborolibrary.org
Dwight Foster Public Library,Children and Young Adults,https://www.fortlibrary.org/fine-free-fa/,FALSE,"The mission of the Dwight Foster Public Library is to help people achieve their full potential by being a leading resource for information, education, culture, and recreation.  We believe in access to information.  Unfortunately, some families were unable to utilize the library’s many resources because their library cards were blocked by overdue fines.  Life gets busy and sometimes, despite our best intentions, we return our library books late.  This happens to everyone.  Some families are able to easily pay overdue fines.  For other families, this is more of a financial burden.  We hope that by eliminating overdue fines on children’s and young adult materials, small mistakes will not prevent families from using the library.",NA,NA,NA,https://www.fortlibrary.org/library/policies/,WI,2019-05-01,NA,NA,NA,NA,NA,https://www.fortlibrary.org/
"E.D. Locke Public Library-McFarland, WI ","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",no,NA,NA,NA,NA,NA,NA,WI,NA,NA,NA,NA,NA,5/24/19 14:58,www.mcfarlandlibrary.org 
E.J. Cottrell Memorial Library,No Fines,,NA,NA,NA,NA,NA,NA,NY,NA,NA,NA,NA,NA,2/6/19 14:10,atlanta.stls.org
Eagle Mountain Public Library,Everyone,https://www.facebook.com/Emlibrary/posts/10156516706829807?comment_id=10156516725984807&reply_comment_id=10156516869029807&comment_tracking=%7B%22tn%22%3A%22R%2314%22%7D,FALSE,We felt [library fines are] actually a barrier to service for a lot of families.,40.309278,-112.011959,NA,http://eaglemountaincity.com/wp-content/uploads/2019/02/SERVICEPOLICY.pdf,UT,2019-02-01,The library no longer charges fines.  We eliminated fines permanently in February of 2019.,NA,NA,NA,NA,https://eaglemountaincity.com/library/
Eagle Public Library,In the Process of Removing Fines,"No, but starts Oct. 1st",NA,NA,NA,NA,NA,NA,ID,NA,NA,NA,NA,NA,5/22/19 20:14,eaglepubliclibrary.org
East Adams Library District,No Fines,http://ritzvillelibrary.com/using-library,NA,NA,NA,NA,NA,https://www.ritzvillelibrary.com/sites/ritzville/files/uploads/Policy%20-%20Circulation.pdf,WA,NA,NA,NA,NA,NA,3/10/19 16:54,ritzvillelibrary.com
East Baton Rouge Parish Library,Children and Seniors 55+,http://ebrpl.libguides.com/c.php?g=44655&p=282555,TRUE,NA,30.443984,-91.107196,Children's books must be checked out on a child's card,http://ebrpl.libguides.com/c.php?g=44655&p=282555,LA,NA,NA,NA,NA,NA,NA,https://www.ebrpl.com/
Eastern Oklahoma District Library System,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,NA,OK,NA,NA,NA,NA,NA,5/22/19 18:14,www.eodls.org
Eaton Rapids Area District Library,No Fines,,NA,NA,NA,NA,NA,https://eradl.org/about/,MI,NA,NA,NA,NA,NA,7/22/19 12:49,www.eradl.org
Edgemont Public Library,No Fines,No.,NA,NA,NA,NA,NA,NA,SD,NA,NA,NA,NA,NA,5/22/19 19:17,www.edgemontlibrary.org
Ela Area Public Library,Everyone,https://eapl.org/no-robots/6628,FALSE,"Creating financial barriers to using the Library is counterproductive. We want to encourage more use, not discourage it. We think there are better ways of encouraging people to return items on time than to threaten them with financial penalties. After all, you're already paying for library access through your property taxes. Why should you owe us more money? Overall, late fees contribute about 1% of our operating revenue. Late fees have long been used as a means of encouraging users to return materials. We are fortunate that this revenue isn't critical to our operation. We have a plan to encourage returns without adding a financial penalty.",42.194986,-88.088462,NA,NA,IL,2016-11-14,NA,NA,NA,NA,NA,https://eapl.org/
Ely Public Library,No Fines,,NA,NA,NA,NA,"The Ely Public Library does not wish to penalize anyone for using library services, so overdue fines
are not assessed.",https://drive.google.com/drive/folders/1Zoq5V0h9rSMZssUyOEI2NSG_GfLEzN1Q,IA,NA,NA,NA,NA,NA,5/22/19 22:20,www.ely.lib.ia.us
Enoch Pratt Free Library,Everyone,http://www.baltimoresun.com/news/maryland/baltimore-city/bs-md-ci-pratt-fine-free-20180518-story.html,TRUE,"Analysis by the Pratt and other libraries shows that fining customers affects lower-income users disproportionately, and punishes children who might have limited control over returning books on time. About 2,500 of the Pratt’s blocked cards belong to children and teens.

The branches with the most blocked users are the main library downtown, the Pennsylvania Avenue branch in West Baltimore and the Southeast Anchor Library near Highlandtown. All serve high concentrations of customers living in poverty, who are most in need of the library’s services, such as access to computers and the internet, help with homework and free classes.",39.301996,-76.615875,NA,https://www.prattlibrary.org/services/librarycards.aspx?id=6685,MD,2018-06-04,NA,NA,NA,NA,NA,https://www.prattlibrary.org/
Evansville-Vanderburgh Public Library,Everyone,http://wkdq.com/evansville-public-library-eliminating-overdue-fines/ https://www.evpl.org/discover/initiatives/evpl-eliminates-fines/,TRUE,"Fines can be a barrier for some people, especially children, and we want everyone to share in all EVPL has to offer.",37.971413,-87.565652,"Although there are no fines, materials will still have the usual due dates and we expect patrons will return items to the library in the same time-frame as they did before. If an item is not returned within 30 days after its due date a replacement cost will be assessed.",https://www.evpl.org/wp-content/uploads/2019/05/evpl-borrowing-policy.pdf,IN,2018-09-01,NA,NA,NA,NA,NA,https://www.evpl.org/
Fairbanks North Star Borough Public Libraries,Everyone,https://fnsblibrary.org/about/polpro/,FALSE,NA,64.838073,-147.737144,NA,https://fnsblibrary.org/how-do-i/#circq9,AK,NA,NA,NA,NA,NA,NA,https://fnsblibrary.org
Fargo Public Library,Children Only,https://www.am1100theflag.com/news/447-fargo-public-library-eliminates-overdue-fines-children%E2%80%99s-items,FALSE,"For many, overdue fines and late fees are a barrier that stops children and families from accessing and benefiting from the resources the Fargo Public Library offers. With this initiative, the library hopes to increase access to books and reading, boost literacy and remove barriers for all children in Fargo.  “The Fargo Public Library is excited to reduce barriers for young readers by removing overdue fines on children’s items,” states Library Director Tim Dirks. “The library’s strategic plan has identified the reduction of barriers to library services as a major goal for the organization and we look forward to further changes to accomplish this goal.  Research shows that materials are generally returned on time and the lack of fines does encourage youngsters to check out more books.""",46.877319,-96.783765,"The library will continue to charge patrons fees for lost, missing or damaged items.",http://fargond.gov/city-government/departments/library/about/policies/circulation,ND,2018-07-02,NA,NA,NA,NA,NA,http://fargond.gov/city-government/departments/library
Farnsworth Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,NA,NA,WI,NA,NA,NA,NA,1/25/19 14:19,ocontolibrary.org
Faulkner - Van Buren Regional Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",Nah,NA,NA,NA,NA,NA,http://fcl.org/about/policies-view/35/lending-policy,AR,NA,NA,NA,NA,NA,1/26/19 0:12,Fcl.org
First Regional Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",no,NA,NA,NA,NA,they have no-fine cards for kids,https://firstregional.org/about/,MS,NA,NA,NA,NA,NA,7/19/19 13:47,firstregional.org
Fitchburg Public Library,No Fines,http://www.ci.fitchburg.ma.us/234/Checkout-Limits-Loan-Periods,NA,NA,NA,NA,NA,http://www.ci.fitchburg.ma.us/234/Checkout-Limits-Loan-Periods,MA,NA,NA,NA,NA,NA,1/29/19 12:33,www.fitchburgpubliclibrary.org
Flagstaff City-Coconino County Public Library,No Fines,,NA,NA,NA,NA,NA,https://www.flagstaffpubliclibrary.org/about/checkout.html,AZ,NA,NA,NA,NA,NA,1/25/19 22:25,https://www.flagstaffpubliclibrary.org
Florence Community Library,No Fines,No,NA,NA,NA,NA,"We do not charge fees for overdue items, but those who do not return library items promptly may find their privileges limited.",http://www.florenceaz.gov/library,AZ,NA,NA,NA,NA,NA,1/25/19 13:58,http://www.florenceaz.gov/library
Flower Mound Public Library,No Fines,,NA,NA,NA,NA,"The library does not charge late fees, but cardholders are expected to pay for lost or damaged material.",https://www.flower-mound.com/DocumentCenter/View/10884,TX,NA,NA,NA,NA,NA,5/23/19 1:02,Fmlibrary.net
Floyd Memorial Library,Everyone,https://lj.libraryjournal.com/2017/04/budgets-funding/doing-fines-fines-fees/#_,FALSE,"Lisa Richland, director of Floyd Memorial Library in Greenport, NY, reports, “Folks who are dilatory about returns have not changed their habits, but the interaction at the circulation desk is much less fraught. My staff is not put in the position of punishing those who return items late, and we have a donation box for people who still have a need to pay a fine. “Even without fines, the majority of library materials do make their way back to the library eventually. Not only does this reduce staff stress levels, Richland explains, but it also helps the library maintain a “good name” in the community. “You never know what burdens people have, so we try not to judge or act in a hectoring manner.”",41.106316,-72.362403,Do not assess overdue fines but will not loan any materials until overdue items that are not renewable are returned,https://floydmemoriallibrary.org/borrowing-materials/,NY,NA,NA,NA,NA,NA,NA,https://floydmemoriallibrary.org/
Forbes Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://forbeslibrary.org/blog/2019/06/27/forbes-library-eliminating-late-fees-for-children-young-adults/                https://www.gazettenet.com/Forbes-library-fees-26632095,NA,NA,NA,NA,NA,https://forbeslibrary.org/help/borrowing/,MA,2019-07-01,NA,NA,NA,NA,7/16/19 13:54,forbeslibrary.org
Fort Vancouver Regional Libraries,Everyone,I worked there from 1992-2013 and they did not/do not charge fines. @library_dean,TRUE,The cost of handling the money outweighed the benefit,45.630175,-122.661105,"Has been fine free since the 1960's FVRL doesn't charge daily overdue fines, but we do bill for items that are lost, damaged, or missing parts.",http://www.fvrl.org/check-out-materials http://www.fvrl.org/library-privileges-policy,WA,NA,NA,NA,NA,NA,NA,http://www.fvrl.org/
Fort Walton Beach Public Library,No Fines,https://www.fwb.org/parksrec/page/city-fort-walton-beach-library-no-longer-charging-late-fees,NA,NA,NA,NA,NA,https://www.fwb.org/parksrec/page/circulation-policy,FL,2018-10-01,NA,NA,NA,NA,7/21/19 9:53,https://www.fwb.org/parksrec/page/library
Franklin Public Library,No Fines,No,NA,NA,NA,NA,Not clear that this library is actually fine free.,https://www.franklin.lib.mi.us/about-us/library-policies/fines-and-fees.html,MI,NA,NA,NA,NA,NA,7/19/19 16:36,www.franklin.lib.mi.us
Free Library of Philadelphia,Children Only,https://libwww.freelibrary.org/blog/post/1792,TRUE," is no easy task for the child to produce even a small amount of money to pay a fine. As a result, because of poverty or other circumstances in which the child lives, the library loses a young reader,says Robert Heim, chairman of the library board. He  said the new policy will encourage students in low income families to keep coming.",39.955387,-75.202832,No fines for children under 12,https://know.freelibrary.org/MyResearch/register/card,PA,2013-07-16,NA,NA,NA,NA,NA,https://www.freelibrary.org/
Frisco Public Library,Everyone,https://www.friscolibrary.com/FAQ,TRUE,NA,NA,NA,The Frisco Public Library does not charge daily fines for overdue items.,https://www.friscolibrary.com/faq#borrow,TX,NA,NA,NA,NA,NA,NA,https://www.friscolibrary.com/
Frothingham Free Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,NA,NY,NA,NA,NA,NA,NA,7/22/19 11:17,http://fonlib.blogspot.com/
Gadsen Public Library,Everyone,http://www.gadsdentimes.com/article/DA/20150720/News/603235338/GT/,FALSE,"The majority of users with a balance are children younger than 18.  Library Director Amanda Jackson said that she wanted GPL to be a welcoming place, and felt that she did not want not ability to pay a fine to be a barrier for people wanting to use the library.",34.002433,-85.985031,"No overdue fines, patrons still pay the cost of lost items. If patrons cannot pay back cost of lost items, the library allows them to volunteer to make up for lost material, equaling the rate of minimum wage. ",NA,AL,2015-08-01,NA,NA,NA,NA,NA,https://gadsdenlibrary.org/
Garden City Library,Everyone,http://www.gardencitylib.org/index.php/free-to-read-garden-city-public-library-goes-fine-free/,FALSE,We want ALL people to be able to use our services without money creating a barrier.,NA,NA,NA,https://gardencitylib.org/PDF/PoliciesPDF/FinesFeesLoanSchedule2019.pdf,MI,2019-04-10,NA,NA,NA,NA,NA,https://www.gardencitylib.org/
Garden City Public Library,No Fines,,NA,NA,NA,NA,NA,http://ebranch.lili.org/gardencity/wp-content/uploads/sites/5/2019/10/GCPL-Policy-Manual-10-2019.pdf,ID,NA,NA,NA,NA,NA,5/22/19 20:14,notaquietlibrary.org
Genesee Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,NA,NY,NA,NA,NA,NA,NA,1/29/19 9:53,genesee.stls.org
Georgetown Peabody Library,No Fines,,NA,NA,NA,NA,The Library does not charges fines for any overdue materials. The Library will inform you of any fines due to libraries that do charge overdue fines. ,https://georgetownpl.org/about/faq/,MA,NA,NA,NA,NA,NA,1/29/19 16:03,https://georgetownpl.org/
Georgetown Public Library,No Fines,,NA,NA,NA,NA,"We no longer charge fines for overdue library materials. If materials are overdue 60 days or more, the item(s) is considered missing. In that case, patrons are responsible for the cost of replacement. ",https://library.georgetown.org/borrow-materials/,TX,NA,NA,NA,NA,NA,1/26/19 11:36,https://library.georgetown.org
Gilliam County Public Library,No Fines,,NA,NA,NA,NA,NA,NA,OR,NA,NA,NA,NA,NA,1/25/19 18:27,http://www.co.gilliam.or.us/government/library/index.php
Goodwin Memorial Library,No Fines,https://www.hadleyma.org/library/pages/lending-policy,NA,NA,NA,NA,NA,https://www.hadleyma.org/library/pages/lending-policy,MA,2016-06-01,NA,NA,NA,NA,2/2/19 20:09,https://www.hadleyma.org/library
Grafton-Midview Public Library,No Fines,https://www.gmplibrary.org/fines,NA,NA,NA,NA,NA,https://www.gmplibrary.org/fines,OH,NA,NA,NA,NA,NA,1/26/19 16:27,https://www.gmplibrary.org/
Grand County Public Library,No Fines,,NA,NA,NA,NA,NA,https://www.grandcountyutah.net/659/Library-Fee-Ordinance,UT,NA,NA,NA,NA,NA,6/20/19 15:47,https://www.grandcountyutah.net/286/Library
Grand Forks Air Force Base Library,No Fines,,NA,NA,NA,NA,Overdue materials will be forgiven and extended as needed from https://www.319fss.com/library.html,https://www.319fss.com/facilities/library/Policies.pdf,ND,NA,NA,NA,NA,NA,5/23/19 13:13,https://www.319fss.com/library.html
Grand Rapids Public Library,Children and Teens Only,https://www.grpl.org/kids-go-fine-free/,TRUE,"“The decision to eliminate fines on youth material is about equity and access,” remarked GRPL Director John McNaughton. “We know that 75% of Grand Rapids Public School 3rd graders are not proficient in reading. This is a community problem that we can help solve. By removing a large barrier to using the library, we can get books in homes and help to develop a daily reading habit. Our goal is to emphasize the return of library material rather than penalizing our youngest patrons. Using the library should not be a source of stress for families. Life gets complicated. Take an extra day or two if needed. We will still be here for you.”",42.964618,-85.666021,Old fines also forgiven.,https://www.grpl.org/about/using-the-library/welcome-to-your-library/,MI,2019-04-10,NA,NA,NA,NA,NA,https://www.grpl.org/
Grandview Heights Public Library,No Fines,https://www.ghpl.org/2018/05/10/simplified-loan-periods/,NA,NA,NA,NA,NA,http://www.ghpl.org/wp-content/uploads/2019/04/Policy-Handbook-Revised-4162019.pdf,OH,2018-05-10,NA,NA,NA,NA,1/25/19 13:27,Ghpl.org
Greenlee County Library System,No Fines,,NA,NA,NA,NA,NA,NA,AZ,NA,NA,NA,NA,NA,5/22/19 17:37,www.greenleelibraries.org
Greenwood Public Library,No Fines,http://www.dailyjournal.net/2018/12/21/greenwood_library_drops_late_fees/ http://greenwoodlibrary.us/utilities/file_library/img/pressroom/fine%20free.pdf,NA,NA,NA,NA,NA,http://greenwoodlibrary.us/utilities/file_library/img/pdfs/GPL%202018%20Circulation%20Policy_122018.pdf,IN,2018-12-18,NA,NA,NA,NA,1/24/19 12:06,http://www.greenwoodlibrary.us/
Griffin Free Public Library,No Fines,https://griffinfree.org/about-us/circulation-policy/,NA,NA,NA,NA,NA,https://griffinfree.org/about-us/circulation-policy/,NH,2013-11-01,NA,NA,NA,NA,7/23/19 11:23,https://griffinfree.org
Groton Public Library,Children,https://grotonpubliclibrarydotnet.files.wordpress.com/2017/08/circulation-policy.pdf,FALSE,NA,NA,NA,No fines on any children�s materials,https://grotonpubliclibrarydotnet.files.wordpress.com/2017/08/circulation-policy.pdf,NY,NA,NA,NA,NA,NA,NA,https://grotonpubliclibrary.net/
Hackley Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.mlive.com/news/muskegon/2019/08/book-fines-eliminated-for-children-teens-at-muskegon-area-libraries.html,NA,NA,NA,NA,NA,NA,MI,2019-09-01,NA,NA,NA,NA,7/23/19 13:38,hackleylibrary.org
Hagerstown - Jefferson Township Library,No Fines,http://hagerstownlibrary.org/policies-fees/,NA,NA,NA,NA,NA,https://hagerstownlibrary.org/policies-fees/,IN,NA,NA,NA,NA,NA,1/25/19 12:54,http://hagerstownlibrary.org
Hamburg Township Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",No.,NA,NA,NA,NA,Can't find evidence of fine free.,http://www.hamburglibrary.org/Materials.html,MI,NA,NA,NA,NA,NA,7/23/19 10:26,www.hamburglibrary.org
Hamilton Wenham Public Library ,No Fines,,NA,NA,NA,NA,"The Hamilton-Wenham Public Library does not charge fines for late items, with the exception of museum passes, which are highly time-sensitive items.",http://hwlibrary.org/circulation/,MA,NA,NA,NA,NA,NA,1/25/19 11:12,HWLibrary.org
Harbor Springs Library,No Fines,,NA,NA,NA,NA,"We don't charge late fees for our books. We would love to accept a donation, however, in lieu of any fees.",http://www.harborspringslibrary.org/about-harbor-springs-library/faqs,MI,NA,NA,NA,NA,NA,1/25/19 16:44,www.harborspringslibrary.org
Harbor-Topky Memorial Library,No Fines,,NA,NA,NA,NA,No evidence of fine free.,https://harbortopky.lib.oh.us/services,OH,NA,NA,NA,NA,NA,5/22/19 16:56,http://harbortopky.lib.oh.us
Harborfields Public Library,No Fines,http://www.harborfieldslibrary.org/adobe/july19news.pdf,NA,NA,NA,NA,NA,NA,NY,2019-07-01,They were already fine free for books but became fine free for dvds in 7/2019,NA,NA,NA,7/19/19 16:27,harborfieldslibrary.org
Hartford Public Library,Children Only,https://www.wnpr.org/post/libraries-across-connecticut-are-eliminating-overdue-fines,TRUE,"In efforts to reduce barriers to access information, technology and resources the Hartford (CT) Public Library’s Materials Lending Policy supports ease of access with reduced or eliminated fines for overdue materials.",41.762141,-72.673985,NA,https://www.hplct.org/library-policies/materials-lending-policies,CT,2018-04-01,NA,NA,NA,NA,NA,https://www.hplct.org/
Hauppauge Public Library,No Fines,http://hauppaugelibrary.org/wp-content/uploads/2018/10/Bylaws.and_.Policy.Manualoctober2018.pdf,NA,NA,NA,NA,NA,https://hauppaugelibrary.org/wp-content/uploads/2018/10/Bylaws.and_.Policy.Manualoctober2018.pdf,NY,NA,NA,NA,NA,NA,5/22/19 21:29,https://hauppaugelibrary.org
Haverstraw King's Daughters Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","https://www.hkdpl.org/newsletter/assets/2019-3.pdf Children and teen materials, except games and equipment, are fine free and seniors have fine free library cards.",NA,NA,NA,NA,NA,https://www.hkdpl.org/about/index.html#getacard,NY,2019-06-01,NA,NA,NA,NA,7/22/19 10:45,https://www.hkdpl.org/
Henika District Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.facebook.com/HenikaDistrictLibrary/photos/a.185771468130001/2600909333282857/?type=3&theater,NA,NA,NA,NA,NA,https://www.henikalibrary.com/about-henika,MI,2019-01-08,NA,NA,NA,NA,7/23/19 19:09,www.henikalibrary.com
Hickory Public Library,No Fines,https://www.hickorync.gov/content/about-library,NA,NA,NA,NA,"Effective July 1, 2019, Hickory Public Library does not charge daily overdue fines for late materials.",https://www.hickorync.gov/content/about-library,NC,2019-07-01,NA,NA,NA,NA,7/15/19 12:29,www.hickorync.gov/content/library
High Plains Public Library system,Everyone,https://www.9news.com/article/news/education/libraries-consider-dropping-late-fines-and-fees-to-bring-families-back/403013233,FALSE,The overall loss is insignificant in the overall budget compared to the impact of increasing circulation. Director Reid says 95 percent of books are still returned within a week of the due date and there has been no loss of trust with the community.,40.409079,-104.779676,No fines except for movies and equipment,https://www.mylibrary.us/my_library_card/#1485726751739-3da0b1db-65aa,CO,2015-07-01,guess based on date of article in source field,NA,NA,NA,NA,https://www.mylibrary.us/
Hillsboro Public Library,Children Only,https://www.wccls.org/overdue-fine-rate-changes-faq,TRUE,NA,45.51474,-122.974823,"Part of the Washington County Cooperative Library Services, whose member libraries are all fine free for youth materials",https://www.wccls.org/borrowing-policies,OR,2017-06-01,NA,NA,NA,NA,NA,https://www.wccls.org/libraries/hillsborobrookwood
Hillsborough County Library Cooperative ,No Fines,https://www.hcplc.org/books/bring-it-back,NA,NA,NA,NA,NA,https://www.hcplc.org/thpl/policies/1500/LS1510-Fee-Schedule.pdf,FL,2018-01-01,NA,NA,NA,NA,5/23/19 5:11,https://www.hcplc.org
Howard Miller Public Library,Children Only,https://www.hollandsentinel.com/news/20190125/zeeland-nixes-overdue-fees-for-childrens-library-books,FALSE,Taking away overdue fees is a way to reduce barriers to access,42.811743,-86.014348,NA,https://www.hmpl.org/429/No-Late-Fines-on-Childrens-Print-Materia,MI,2019-07-01,NA,NA,NA,NA,NA,https://www.hmpl.org/
Huntington Public Library,No Fines,No,NA,NA,NA,NA,NA,NA,MA,NA,NA,NA,NA,NA,1/25/19 18:45,https://thehuntingtonpubliclibrary.wordpress.com
Ignacio Community Library,No Fines,"Policy states. ""ICL does not charge fines on overdue items.""",NA,NA,NA,NA,NA,https://www.ignaciolibrary.org/wp-content/uploads/2018/10/Overdue-Policy.pdf,CO,NA,NA,NA,NA,NA,7/19/19 14:07,www.ignaciolibrary.org
Ilion Free Public Library,No Fines,https://www.timestelegram.com/news/20170327/ilion-library-to-eliminate-late-fees,NA,NA,NA,NA,NA,https://ilionlibrary.org/circulation-fines-renewals/,NY,2017-04-03,NA,NA,NA,NA,5/22/19 16:28,https://www.midyorklib.org/ilion/
ImagineIF Library,Everyone,http://imagineiflibraries.org/about-us/fine-free/ http://imagineiflibraries.com/wp-content/uploads/2014/06/2014.01.12-ImagineIF-Libraries.pdf,FALSE,Most people do the right thing and return their materials on time. Because we believe that materials will be returned more promptly when our customers aren’t worried about being fined. Because you shouldn’t have to wait in line to pay a 10 cent fine. Because we want to spend quality time with you instead of taking your pennies.,48.373147,-114.18365,"Customers will receive notification about overdue items and will be billed replacement costs for lost or damaged items. Items are considered lost after they are three weeks overdue. Borrowing privileges will be blocked until materials are returned or the library is compensated for lost materials.

Interlibrary loan items will continue to accrue an overdue fee of $1 per day.

Failure to return library items or pay for their replacement will result in having your account turned over to a materials recovery agency.",NA,MT,2014-01-13,,NA,NA,NA,NA,https://imagineiflibraries.org/
